price,carat,depth,table,x,y,z,cut_numeric,color_numeric,clarity_numeric
16312,4.29,62.2,39,5.05,53.15,28.24,4,1,3
18405,4.7,59.6,37,6.35,54.46,29.17,3,1,2
14015,4,62.7,36,4.33,52.55,27.8,3,3,2
18227,4.61,62.9,38,6.04,54.15,28.83,2,0,3
13648,3.78,62.1,39,3.9,52.02,27.54,4,1,1
17760,4.66,61.5,39,6.19,54.37,29.01,4,6,3
18058,4.67,62.9,40,6.24,54.43,28.98,4,5,2
17085,4.51,62.6,36,5.71,53.84,28.64,2,4,4
16361,4.29,61.4,38,4.99,53.11,28.26,2,2,3
18021,4.7,62.8,39,6.42,54.62,29.1,4,4,3
17743,4.69,58.1,36,6.21,54.41,29.18,3,3,6
18019,4.7,60.2,39,6.3,54.51,29.14,4,5,4
16460,4.05,62,39,4.44,52.56,27.88,4,1,0
18363,4.68,60,39,6.22,54.35,29.07,2,3,1
17167,4.59,61.4,39,5.91,54.05,28.83,4,4,6
2454,2.73,62.4,37,2.29,50.55,26.56,3,0,3
17394,4.46,60.8,39,5.44,53.54,28.56,4,3,2
18080,4.68,61,36,6.24,54.45,29.07,3,2,4
18077,4.63,60.2,35,6.06,54.25,28.99,3,1,2
12228,3.95,63.4,38,4.26,52.45,27.7,2,3,4
9196,4,62.3,38,4.24,52.55,27.8,3,4,7
13312,4.01,62.3,33,4.4,52.52,27.84,2,3,2
4341,3.49,61.8,39,3.34,51.45,27.21,4,3,4
18158,4.62,60.7,38,6.05,54.1,28.92,4,3,2
17969,4.68,61.3,37,6.29,54.48,29.08,3,3,4
8547,3.78,60.8,37,3.84,51.96,27.59,2,4,4
14844,4.19,61.8,42,4.72,52.85,28.07,4,5,2
18056,4.65,60.8,40,6.16,54.27,29,4,5,4
15652,4.23,62.2,38,4.87,53,28.14,4,3,3
15275,4.05,60.1,31,4.31,52.55,27.96,1,2,1
15123,4.01,66.1,33,4.64,52.87,27.79,0,3,2
18021,4.7,59,36,6.27,54.46,29.17,3,4,3
8810,3.48,62,37,3.38,51.49,27.22,3,1,3
5591,3.51,64.1,41,3.57,51.66,27.18,1,6,3
15741,4.15,61.3,36,4.57,52.8,28.04,3,2,3
10669,4.01,63,39,4.37,52.58,27.8,3,4,6
18218,4.71,61.2,38,6.43,54.58,29.16,4,2,5
18197,4.67,61.3,38,6.3,54.4,29.06,4,6,2
17246,4.49,59.8,34,5.54,53.73,28.7,3,5,2
18338,4.77,62.5,37,6.78,54.89,29.31,2,5,5
10209,3.51,62.8,40,3.47,51.59,27.22,4,2,1
16874,4.44,61,37,5.4,53.59,28.55,3,5,3
17900,4.6,61.4,35,5.92,54.15,28.86,3,3,2
15718,4.23,60.7,39,4.77,52.87,28.16,4,1,4
15222,3.99,61.1,34,4.3,52.4,27.85,2,0,1
17218,4.49,61.6,37,5.57,53.78,28.63,3,5,2
17647,4.51,61.7,37,5.66,53.77,28.65,2,1,3
18142,4.68,61.8,41,6.31,54.43,29.05,4,6,3
17815,4.62,62.1,40.3,6.1,54.18,28.89,4,3,6
16982,4.5,59.6,39,5.55,53.66,28.69,2,5,4
16944,4.29,62,37,4.97,53.16,28.23,3,0,2
8803,3.75,60.9,39,3.79,51.89,27.55,2,3,5
7283,3.5,60.6,38,3.28,51.45,27.28,4,2,3
12876,4.02,61,40,4.28,52.38,27.84,4,4,4
17947,4.64,61.3,39,6.14,54.26,28.97,4,6,3
16565,4.3,64.3,37,5.13,53.35,28.21,1,4,2
17161,4.5,62.5,36,5.65,53.82,28.62,3,5,3
17947,4.6,62.3,38,5.96,54.15,28.83,4,6,1
16330,4.2,62.9,38.1,4.85,52.94,28.07,2,3,1
15967,4.24,60.8,36,4.82,53.04,28.22,3,4,2
17222,4.5,60.6,35,5.56,53.68,28.65,2,4,3
7221,3.46,61.3,34,3.35,51.44,27.25,2,2,3
4740,2.98,60.5,38,2.48,50.7,26.82,4,0,3
15049,3.97,62,38,4.21,52.43,27.77,3,1,1
16905,4.46,61.5,39,5.48,53.62,28.56,4,6,4
2303,3.5,62.1,39,3.36,51.56,27.23,4,4,4
18031,4.58,62.4,39,5.93,54.06,28.79,2,4,2
6292,2.98,62.7,36,2.66,50.88,26.75,3,0,1
7937,3.51,62.2,38,3.41,51.63,27.26,4,2,3
18078,4.69,61.7,39,6.33,54.46,29.07,4,5,4
14753,4.06,60.7,36,4.38,52.6,27.96,3,5,1
12963,4,61.5,36,4.28,52.51,27.85,3,6,2
18279,4.7,62.4,37,6.46,54.56,29.11,2,2,4
13323,4.01,63.3,35,4.45,52.53,27.79,1,3,3
16046,4.3,62.8,38,5.1,53.21,28.24,2,4,3
14372,3.97,59.5,36,4.15,52.24,27.86,2,0,3
17976,4.59,61.4,39,5.92,54.05,28.83,4,2,4
14670,4,61.3,38,4.29,52.4,27.83,2,0,2
17720,4.59,62.4,40,5.92,54.1,28.8,4,6,3
13415,3.9,61.9,38,4.11,52.24,27.69,4,3,2
18275,4.78,61.7,40,6.76,54.9,29.34,4,5,3
14856,4.21,61.7,37,4.76,52.95,28.12,3,5,4
13275,3.87,62.2,39,4.08,52.21,27.65,4,3,2
14970,4.1,63.1,36,4.58,52.77,27.92,2,2,3
13815,3.99,60.4,36,4.22,52.35,27.85,3,2,3
16711,4.3,62.4,36,5.09,53.3,28.29,3,2,2
15631,4.01,62,31,4.31,52.61,27.86,1,2,1
18287,4.67,62.3,35,6.25,54.44,29.01,3,0,3
17916,4.7,60.5,37,6.31,54.51,29.13,3,3,5
15037,3.99,63.6,39,4.37,52.5,27.74,1,1,1
13275,3.88,61.4,34,4.07,52.19,27.69,2,2,3
16980,4.3,60.3,36,4.95,53.08,28.3,3,0,5
15653,4.27,62.3,39,4.95,53.14,28.2,4,4,4
17007,4.37,61.2,37,5.14,53.36,28.39,3,4,2
18142,4.69,61.6,40.1,6.34,54.47,29.08,4,2,6
17235,4.4,61.9,38,5.29,53.49,28.44,4,4,1
15401,4.01,65.3,34,4.41,52.77,27.77,0,0,3
15592,4.11,62.3,39,4.55,52.67,27.93,2,0,4
13413,3.51,60.6,33,3.5,51.68,27.42,3,4,0
14819,4,63.1,37,4.4,52.52,27.79,1,4,1
17183,4.51,60.5,38,5.6,53.73,28.68,4,1,5
15846,4.2,61.9,38,4.76,52.89,28.09,4,4,2
11990,3.81,63.3,36,3.96,52.16,27.52,2,2,3
18032,4.64,60.3,37,6.08,54.28,29,3,4,2
15969,4.23,61.9,37.9,4.87,52.95,28.14,2,2,4
16826,4.01,66.9,38,4.59,52.87,27.71,0,1,0
18213,4.7,64,40,6.45,54.57,29.04,2,5,4
18179,4.65,59.7,38,6.05,54.18,28.99,4,4,2
14661,3.99,62,36,4.41,52.48,27.85,2,4,1
18137,4.67,60.4,34,6.26,54.37,29.08,2,3,4
16605,4.3,59.7,37,4.94,53.07,28.33,2,0,6
13735,3.89,59.5,33,3.98,52.09,27.76,2,3,2
16348,4.31,61.4,31,5.01,53.29,28.32,1,2,5
17051,4.41,62,42,5.3,53.44,28.42,4,2,4
15089,4.11,63.7,35,4.67,52.79,27.92,1,3,2
18148,4.59,64.7,34,6.04,54.17,28.75,0,6,2
16919,4.4,61.6,40,5.25,53.39,28.41,4,6,2
18165,4.71,61.4,39,6.41,54.53,29.13,4,4,4
13196,4,63,38,4.46,52.54,27.82,2,5,2
17648,4.51,61.9,32,5.69,53.83,28.67,1,6,1
4281,3.5,62.2,37,3.45,51.55,27.25,3,3,4
18173,4.71,61.1,39,6.41,54.53,29.14,4,2,6
17155,4.5,61.7,39,5.64,53.7,28.62,4,3,4
15417,4.3,61.3,39,4.99,53.13,28.27,4,6,4
14485,4,62.8,36,4.41,52.61,27.84,3,3,2
18125,4.7,63.4,40,6.41,54.58,29.06,2,5,2
18182,4.63,62.8,34,6.14,54.23,28.89,1,5,2
15254,4.04,62.4,40,4.36,52.56,27.83,4,4,1
6408,3.48,62.6,40,3.35,51.53,27.18,4,4,2
15007,3.83,61.5,33,4.01,52.02,27.61,2,6,0
15711,4.33,57.3,35,4.91,53.01,28.44,2,4,5
16307,4.31,61.1,38,4.99,53.19,28.3,4,4,2
18151,4.69,63.1,39,6.37,54.56,29.05,2,5,2
12775,4.01,62,38,4.31,52.53,27.83,3,3,3
16430,4.28,59.5,33,4.85,53.06,28.31,3,4,1
17759,4.64,59.8,37,6.03,54.21,28.99,3,3,7
15023,3.85,62.4,40,3.98,52.21,27.6,4,1,1
14902,4.11,60.2,32,4.58,52.7,28.08,1,3,2
18016,4.61,62.4,40,6.04,54.17,28.86,4,1,5
13095,4.02,62.8,38,4.44,52.52,27.82,4,4,2
4448,3.5,62.6,35,3.55,51.62,27.27,3,3,4
14391,4,61.9,38,4.38,52.49,27.85,2,2,2
17928,4.71,61.6,35,6.45,54.58,29.15,3,3,7
6597,2.9,60,39,2.31,50.55,26.77,4,2,1
12838,3.79,61.9,39,3.88,52.07,27.56,4,2,2
13397,3.99,62,38,4.31,52.5,27.82,4,2,3
14287,4.01,61.9,34,4.37,52.67,27.9,3,2,3
15481,3.99,57.1,33,4.08,52.32,28.02,1,1,1
16188,4.31,61.8,42,5.04,53.15,28.26,4,4,2
10041,3.43,63.1,40,3.32,51.45,27.11,2,1,2
17906,4.61,60.8,36,6.03,54.14,28.92,4,6,3
14878,4,60.8,32,4.42,52.52,27.94,2,4,1
7417,3.48,63.5,37,3.39,51.61,27.15,2,5,2
15471,4.25,60.2,39,4.82,52.95,28.23,4,6,3
13529,4,63.1,40,4.36,52.54,27.78,2,3,3
16031,4.3,61.8,36,5.04,53.15,28.26,3,5,2
17115,4.51,64,39,5.7,53.88,28.58,1,6,3
17561,4.41,60,35.6,5.27,53.39,28.51,2,0,3
12832,3.85,61.9,40,4.03,52.13,27.63,4,5,1
17672,4.49,61.4,38,5.57,53.69,28.61,4,0,3
16337,4.1,59.6,36,4.42,52.61,28.04,3,5,0
17939,4.59,60.2,38,5.89,54.02,28.87,4,1,6
13904,3.79,62.3,37,3.89,52.1,27.55,3,1,1
12943,4.01,61.4,37,4.31,52.53,27.87,3,6,2
18034,4.65,60.7,37,6.17,54.28,29.01,3,4,4
18319,4.69,62.9,39,6.34,54.53,29.04,4,0,3
14458,4.05,58.7,33,4.33,52.51,28.04,3,5,2
17777,4.7,63.4,38,6.38,54.58,29.05,2,3,6
17480,4.5,62,39,5.63,53.72,28.61,4,3,3
16090,4.31,61.4,39,5.02,53.15,28.28,4,2,3
14235,4,58.3,36,4.11,52.23,27.92,2,6,1
17984,4.64,60.7,38,6.07,54.21,28.96,4,4,5
17156,4.29,60.3,37,4.93,53.17,28.32,3,0,1
18045,4.69,62.3,38,6.36,54.49,29.07,2,4,5
17985,4.68,61.4,41,6.27,54.41,29.05,4,2,7
16221,4.19,62.3,37,4.8,52.9,28.08,2,1,2
17862,4.6,61.6,38,5.97,54.16,28.87,4,3,4
18157,4.6,61.9,41,5.93,54.12,28.83,4,3,1
13308,4,61.1,37,4.26,52.45,27.85,3,2,4
15761,4.08,60.3,37,4.37,52.59,27.98,3,0,4
18192,4.65,62.1,39,6.18,54.31,28.96,4,5,2
14751,4,61.8,37,4.29,52.53,27.84,3,1,2
1300,3,62.5,39,2.74,50.94,26.81,4,1,4
16032,4.14,63.6,39.2,4.67,52.8,27.93,2,1,2
17683,4.63,61.2,37,6.06,54.27,28.95,3,6,4
16133,4.3,61.3,36,5.02,53.14,28.28,2,3,3
17957,4.63,60.5,37,6.08,54.2,28.97,2,5,3
17057,4.39,59.8,35,5.18,53.39,28.49,3,4,2
17867,4.71,62.1,40,6.39,54.59,29.11,4,3,7
13891,3.99,62.2,37,4.32,52.42,27.79,2,2,2
14976,3.93,63.4,40,4.21,52.4,27.67,2,4,1
15035,4.01,62.7,37,4.39,52.49,27.8,4,0,2
18222,4.66,63.3,39,6.24,54.37,28.94,1,6,2
7677,3.7,61.1,38,3.73,51.84,27.5,4,3,6
15960,4.1,59.5,33,4.34,52.72,28.06,3,0,2
9638,3.5,61.6,38,3.46,51.56,27.3,2,1,3
18178,4.69,59.7,36,6.33,54.46,29.16,3,4,3
9440,3.47,62.4,36,3.36,51.54,27.2,3,0,6
17578,4.55,60.2,34.5,5.76,53.86,28.78,1,3,5
16293,4.3,62.4,38,5.07,53.19,28.25,4,1,6
13665,3.92,62,38,4.1,52.32,27.7,4,1,3
5719,3.22,62.6,36,3.02,51.25,26.99,3,1,4
18059,4.71,61.7,41,6.42,54.56,29.13,4,3,6
17390,4.63,62.7,40,6.13,54.23,28.89,4,5,7
17589,4.39,59.1,37,5.14,53.33,28.5,3,4,1
13950,3.9,64.7,34,4.32,52.51,27.66,0,5,1
15189,4.01,65.2,39,4.47,52.69,27.73,0,6,1
17995,4.69,62.4,41,6.34,54.52,29.06,4,4,3
6416,3,61.4,35,2.6,50.83,26.82,3,0,1
17474,4.6,62.7,39,6,54.13,28.82,2,6,6
17642,4.51,64.7,38,5.75,53.96,28.59,0,4,2
17948,4.67,61.2,40,6.22,54.34,29.03,4,5,4
18160,4.65,61.5,36,6.22,54.35,29.01,3,6,2
383,3.01,62.8,43,2.69,50.8,26.74,4,2,2
18169,4.62,61.9,39.3,6.08,54.19,28.9,4,2,2
11807,3.88,62.7,39,4.09,52.29,27.64,4,3,3
17077,4.46,62.5,39,5.47,53.67,28.52,3,4,3
17756,4.63,62.2,38,6.11,54.24,28.91,4,6,4
12153,3.76,62.3,38,3.91,52.02,27.53,4,5,1
16001,4.31,61.4,41,4.99,53.19,28.28,4,6,2
18113,4.71,60.6,37,6.42,54.54,29.17,3,6,3
13834,4,63.8,36,4.42,52.61,27.78,1,4,2
15207,4.28,59.5,34,4.94,53.07,28.34,1,4,5
10297,3.42,62.9,36.9,3.35,51.45,27.14,2,0,3
18216,4.72,60.7,41,6.41,54.53,29.16,4,3,5
12047,4.01,63.5,38,4.37,52.58,27.77,2,6,3
14035,3.87,62.6,38,4.02,52.27,27.62,4,2,1
18148,4.71,63,37,6.46,54.67,29.12,3,2,4
15388,4.26,61.9,38,4.93,53.07,28.2,4,5,3
14961,3.8,65.6,39,4.05,52.31,27.44,0,2,1
10715,3.51,62.6,36,3.54,51.67,27.28,3,6,1
10786,3.01,66.8,40,2.99,51.19,26.64,0,1,1
17747,4.51,62.3,39,5.7,53.82,28.65,4,1,2
11581,4.01,62.1,36,4.4,52.45,27.83,2,3,5
16020,4.3,58,33,4.89,53.09,28.42,3,4,3
18218,4.71,61.5,39,6.46,54.56,29.15,4,3,4
12090,4,61.1,39,4.31,52.54,27.89,3,6,4
17555,4.53,61.5,34.3,5.75,53.85,28.71,1,4,4
17790,4.63,62.7,39,6.13,54.26,28.9,4,4,5
18307,4.61,61.6,39,6.01,54.15,28.88,4,2,1
18117,4.66,61.5,38,6.22,54.35,29.01,4,4,3
10016,2.27,64.9,34,1.98,50.24,26.15,0,0,0
16501,4.42,61.5,38,5.38,53.5,28.49,4,3,6
9656,3.4,60.3,35,3.08,51.33,27.21,3,2,1
18173,4.67,59.7,36,6.2,54.4,29.1,3,3,2
11037,3.8,63.5,40,4.03,52.13,27.52,1,4,3
17667,4.43,65.1,37,5.49,53.68,28.39,0,6,1
3885,3.5,62.7,38,3.41,51.52,27.19,2,3,5
14962,3.97,62.2,36,4.17,52.41,27.74,3,3,1
13741,3.8,62.1,39,3.94,52.14,27.59,3,2,1
17941,4.59,60.6,33,5.89,54.08,28.87,3,3,2
14116,4.11,62.2,39,4.62,52.73,27.98,2,5,3
12799,4,59.7,38,4.25,52.46,27.94,4,3,3
17215,4.44,59.7,36,5.37,53.49,28.58,3,3,3
8950,3.8,60.1,38,3.8,51.92,27.62,4,3,3
9172,2.98,63.8,32,2.85,51.06,26.78,1,1,1
17925,4.69,61,38,6.34,54.48,29.11,4,5,4
17206,4.44,62.2,35,5.46,53.6,28.51,2,3,3
11077,3.49,64.6,37,3.5,51.69,27.12,0,1,2
13489,3.74,65.2,41,3.96,52.19,27.39,0,2,1
10299,3.5,61.8,34,3.48,51.69,27.33,3,0,4
18416,4.74,61.2,38,6.54,54.67,29.22,2,5,2
15617,4.26,61.7,39,4.9,53.04,28.19,4,5,3
3377,3.01,62.6,39,2.76,50.81,26.77,2,2,1
15859,4.11,64.2,33,4.66,52.9,27.92,1,4,1
17599,4.45,62,39,5.47,53.59,28.52,4,0,3
16363,4.54,62,41,5.75,53.89,28.7,4,6,6
12539,3.91,60.5,35,4.07,52.32,27.79,3,3,3
15874,4.02,58,28,4.17,52.4,28.01,0,0,2
15577,4.11,64.1,39,4.62,52.82,27.89,1,3,1
12108,3.75,61,39,3.74,51.86,27.52,4,2,2
18227,4.67,61.6,37,6.29,54.39,29.04,3,3,3
18089,4.7,61.6,39,6.39,54.52,29.11,4,5,4
9738,3.7,61.3,37,3.69,51.89,27.49,3,3,3
16733,4.47,61.8,39,5.49,53.67,28.56,4,3,5
14943,4.01,63.3,39,4.44,52.54,27.79,1,5,1
17624,4.49,60.5,33,5.59,53.7,28.67,1,5,1
18251,4.71,61.6,38,6.46,54.58,29.15,4,2,2
17614,4.43,60.9,38,5.34,53.46,28.5,4,4,1
18269,4.71,62.9,38,6.47,54.68,29.13,4,2,2
16478,4.29,63.2,38,5.03,53.15,28.18,2,1,2
17474,4.61,61.9,34,6.03,54.17,28.88,1,4,6
17650,4.43,63,39,5.4,53.64,28.46,2,4,1
15762,4.1,57.9,35,4.28,52.51,28.08,1,1,1
7243,3.73,61.7,40,3.73,51.92,27.48,4,4,4
12827,3.72,62,37,3.71,51.93,27.46,3,3,1
5046,3.49,59.7,38,3.26,51.4,27.33,4,3,4
17816,4.6,61.4,40,5.94,54.06,28.84,4,5,4
15957,4.3,62.2,40,5,53.2,28.24,4,5,4
16715,4,63.1,35,4.32,52.65,27.81,2,3,0
16834,4.5,61.6,38,5.61,53.8,28.65,3,5,4
14419,3.5,60.9,39,3.36,51.64,27.34,3,2,0
14623,4.01,61.4,39,4.29,52.51,27.86,4,1,2
16963,4.31,62.2,32,5.09,53.3,28.3,1,5,1
16909,4.25,64.1,36,5.01,53.15,28.12,1,1,2
15849,4.3,59.5,38,4.93,53.1,28.34,4,3,3
4249,2.99,60.4,38,2.53,50.72,26.85,3,5,1
11083,3.99,61.3,37,4.28,52.38,27.82,2,4,4
13780,3.95,61.9,40,4.13,52.36,27.73,3,3,2
4828,3.5,62.1,40,3.36,51.57,27.23,4,3,4
9089,3.9,61.8,39,4.08,52.21,27.68,4,3,5
18226,4.75,58.7,37,6.5,54.65,29.31,2,4,6
6207,3.48,61.5,39,3.36,51.48,27.24,4,4,2
14681,4.06,60.7,36,4.44,52.54,27.96,3,5,1
15807,4.31,62.7,38,5.09,53.2,28.24,4,5,4
17976,4.59,60.6,36,5.96,54.05,28.88,3,3,3
15077,4.27,61.7,40,4.89,53.11,28.21,4,6,4
17810,4.65,62.1,40,6.16,54.36,28.97,4,5,3
12047,3.79,61.8,38,3.88,52.08,27.57,3,2,2
17042,4.5,60.9,39,5.54,53.75,28.65,4,5,3
18211,4.67,59.3,37,6.15,54.35,29.09,3,5,2
18068,4.71,61.7,39,6.44,54.57,29.14,2,5,4
18198,4.6,61.8,41,5.96,54.1,28.84,4,5,1
18136,4.7,62,41,6.4,54.53,29.1,4,2,6
8523,3.49,60.6,38,3.23,51.46,27.27,3,1,4
17821,4.55,65.3,39,5.91,54.14,28.67,0,3,3
12941,4,62.6,38,4.34,52.53,27.8,4,2,4
789,2.9,62.4,34,2.55,50.8,26.72,3,5,1
17108,4.31,63,39,5.03,53.27,28.23,3,1,1
14502,3.94,62.9,36,4.23,52.32,27.68,2,3,1
12503,3.87,60.4,37,3.92,52.11,27.69,3,4,2
15934,4.27,61.2,39,4.91,53.03,28.22,4,4,2
18157,4.68,61.9,41,6.3,54.42,29.04,4,3,4
12968,4,62.5,39,4.36,52.49,27.8,4,1,3
18153,4.71,61.3,39,6.42,54.54,29.14,4,6,3
13319,3.55,64.6,41,3.63,51.87,27.23,0,3,1
14326,4,62.6,35,4.37,52.55,27.82,3,4,1
13354,3.87,62.3,37,4.09,52.2,27.64,4,1,2
2055,2.97,61,34,2.6,50.82,26.85,3,1,3
13067,3.67,60.3,36,3.58,51.79,27.5,3,6,1
18160,4.7,63.1,40,6.4,54.62,29.08,2,4,2
15078,3.88,62.2,40,4.05,52.25,27.65,4,2,0
18085,4.65,60.7,39,6.11,54.25,28.98,4,5,3
5494,3.49,61.2,38,3.27,51.5,27.25,4,6,2
13307,3.95,60.3,38,4.13,52.24,27.79,4,1,3
15152,4,63,36,4.41,52.63,27.83,3,2,1
16404,4.5,59.3,36,5.49,53.73,28.71,3,5,5
14640,4.09,61.4,40,4.45,52.65,27.95,4,5,2
16437,4.31,62.8,38.7,5.09,53.21,28.24,4,1,6
14745,3.95,59.2,35,4.1,52.3,27.88,3,5,2
9119,3.46,60.7,40,3.2,51.39,27.23,4,3,1
18175,4.65,61.6,37,6.17,54.38,29,3,1,3
18091,4.7,63.1,36,6.43,54.65,29.1,2,1,6
16168,4.39,62.2,41,5.28,53.39,28.39,4,3,7
18247,4.69,61.2,37,6.3,54.51,29.1,3,5,1
18204,4.65,62.8,38,6.23,54.36,28.96,2,6,2
14391,4,63.1,35,4.37,52.49,27.77,1,2,2
3239,2.79,60.9,38,2.27,50.48,26.66,4,3,1
14300,3.81,61.2,37,3.97,52.08,27.64,2,0,1
14111,4.01,63.3,34,4.45,52.59,27.81,1,4,2
14774,4.1,61.8,38,4.58,52.7,27.98,4,3,2
18057,4.7,60.5,38,6.34,54.47,29.13,4,6,4
18197,4.59,62.6,37,5.98,54.1,28.81,3,1,2
15394,4.21,63.2,40,4.86,53,28.08,1,4,3
13577,4.01,62.7,37,4.4,52.51,27.81,4,6,1
17161,4.34,60.4,38,5.07,53.25,28.38,4,3,2
12743,3.99,63.8,36,4.4,52.63,27.78,1,3,3
18388,4.7,57.5,35,6.28,54.39,29.22,1,2,4
6431,3,60.3,37,2.63,50.73,26.89,2,0,2
15948,4.01,67.7,35,4.63,52.92,27.71,0,2,1
18062,4.68,60.4,38,6.26,54.38,29.08,4,3,5
18086,4.61,60.9,35,5.99,54.13,28.9,3,5,2
14144,4.01,56.5,35,4.12,52.24,28.05,0,4,2
13735,4.01,61.9,39,4.29,52.53,27.83,4,3,2
8523,3.93,62.5,38,4.22,52.33,27.71,4,5,5
16133,4.27,61.7,39,4.94,53.03,28.2,4,3,1
15624,4.01,56.3,31,4.16,52.36,28.11,0,0,1
9790,3.51,62.8,37,3.57,51.67,27.28,2,1,4
18058,4.61,63.4,36,6.08,54.26,28.85,2,3,1
9904,3.78,61.3,37,3.85,52.03,27.58,3,3,4
16102,4.23,63,37,4.92,53.04,28.12,2,3,2
18216,4.72,62.2,40,6.49,54.62,29.15,4,2,7
18157,4.68,60.1,40,6.24,54.35,29.08,4,3,4
15374,3.97,61.6,37,4.27,52.32,27.78,2,1,1
17167,4.5,60.9,39,5.59,53.7,28.65,4,5,3
18400,4.75,62.4,39,6.66,54.8,29.25,2,3,4
18195,4.7,62.2,37,6.4,54.59,29.11,3,2,3
12422,3.79,62.5,38.8,3.93,52.05,27.53,4,4,1
17995,4.69,63.4,39,6.37,54.56,29.04,2,2,5
18429,4.75,62,40,6.66,54.79,29.26,4,3,2
18080,4.68,62.6,37,6.3,54.49,29.03,3,3,3
15669,4.06,63.4,40,4.49,52.69,27.85,2,0,2
18218,4.71,62.6,38,6.47,54.61,29.12,4,3,4
15576,4.3,62,40,5.04,53.15,28.25,4,5,3
18178,4.69,61.3,35,6.37,54.5,29.11,3,4,3
8531,3.93,61.7,40,4.16,52.29,27.73,4,5,4
12087,3.99,64.6,36,4.43,52.61,27.73,0,3,5
16336,4.27,61.9,40,4.92,53.06,28.19,4,3,1
17873,4.71,59.5,39,6.32,54.52,29.18,4,6,5
14404,4.11,61.9,33,4.59,52.73,27.99,1,6,2
13508,3.9,61,39,4,52.2,27.7,4,2,2
13850,3.81,62.8,34,4.04,52.28,27.62,3,2,1
18296,4.65,61.6,35,6.16,54.36,28.99,3,0,2
15930,4.19,59.9,33,4.72,52.86,28.19,1,3,1
18336,4.73,60.8,37,6.5,54.62,29.21,2,4,4
16706,4.45,61.8,40,5.41,53.62,28.52,4,5,4
10631,3.97,62.3,36,4.35,52.42,27.79,2,6,4
9318,3.73,60.9,37,3.65,51.89,27.51,3,3,4
14812,4.09,62.1,42,4.52,52.65,27.93,4,5,1
17195,4.5,60.7,39,5.58,53.7,28.65,2,2,4
17167,4.5,61.7,39,5.64,53.76,28.64,4,3,4
13928,3.96,63.2,39,4.27,52.39,27.7,2,1,3
18148,4.71,61.4,41,6.38,54.59,29.14,4,3,3
15823,4.24,62.5,39,4.87,52.99,28.12,4,5,2
16959,4.29,61.9,41,4.98,53.1,28.22,4,0,2
14752,3.89,61.2,36,4.04,52.24,27.71,3,6,1
16059,4.3,61.9,36,5.05,53.18,28.27,4,6,2
17070,4.48,62,40,5.5,53.68,28.56,4,6,2
16386,4.31,59,35,4.98,53.07,28.38,2,3,3
15074,3.98,61.1,34,4.25,52.46,27.85,3,0,2
18065,4.69,61.9,39,6.36,54.49,29.08,4,5,4
18257,4.67,59.4,33,6.2,54.31,29.09,2,4,2
8169,3.71,62.5,37,3.84,51.95,27.47,2,3,4
18443,4.7,62.3,35,6.45,54.56,29.11,2,0,3
13909,4.11,62.6,36,4.57,52.76,27.95,3,6,3
16311,4.31,61.2,37,5,53.2,28.3,3,6,2
14542,4.37,61.5,39,5.17,53.31,28.37,4,6,6
12243,3.73,59.9,36,3.69,51.82,27.57,3,2,2
10975,3.5,62.3,36,3.43,51.56,27.24,3,0,4
15585,4.3,62.7,38,5.08,53.21,28.24,4,5,4
17113,4.51,60.6,40,5.61,53.73,28.68,4,2,6
14506,4.1,61.6,40,4.53,52.62,27.95,4,1,3
16604,4.51,59.7,35,5.56,53.66,28.69,2,4,7
17537,4.5,61.4,39,5.6,53.72,28.63,4,4,1
17788,4.61,62.6,37,6.01,54.24,28.86,3,2,4
8329,3.79,63,39,3.86,52.14,27.5,3,4,5
5575,3.48,61.6,38,3.44,51.5,27.27,2,3,3
17809,4.67,62.2,39,6.3,54.44,29.03,4,5,6
9992,3.3,62.8,37,3.26,51.35,27.08,1,0,3
18353,4.74,63.2,40,6.64,54.74,29.19,2,6,4
18011,4.63,61.1,39,6.03,54.25,28.94,4,6,1
15739,4.2,61.2,35,4.74,52.91,28.13,3,3,3
17925,4.63,60.4,37,6.02,54.22,28.96,3,4,2
18192,4.65,60.8,36,6.18,54.31,29.02,2,5,2
18016,4.61,62.6,37,6.06,54.19,28.86,3,2,4
15901,4.24,60.6,39,4.79,53,28.21,4,6,1
12499,4.01,62.4,40,4.4,52.48,27.82,4,5,2
18162,4.62,60.7,39,5.97,54.11,28.9,2,2,3
14530,4.45,61.9,38,5.46,53.59,28.52,4,6,7
15179,3.85,63.7,38,4.15,52.34,27.61,1,3,1
16106,4.31,64.5,30,5.22,53.45,28.26,0,2,5
16870,4.29,61,39,4.99,53.1,28.28,2,2,1
17216,4.48,62.5,39,5.54,53.73,28.56,4,3,3
18374,4.69,63.4,40,6.41,54.53,29.04,1,1,3
2532,3.01,63.6,35,2.79,50.87,26.72,1,1,3
18373,4.69,60.5,37,6.31,54.41,29.1,4,1,2
17690,4.67,62.4,40,6.29,54.41,29.01,4,6,6
13135,3.16,63.3,39,2.94,51.15,26.88,2,2,0
18114,4.66,61.1,35,6.16,54.38,29.02,3,1,4
15463,4.5,62.7,33,5.65,53.94,28.65,3,4,2
14180,3.95,62.4,41,4.23,52.33,27.72,4,0,3
18178,4.69,61,34,6.36,54.49,29.12,2,4,3
5016,2.92,61.2,38,2.55,50.63,26.76,4,1,1
18359,4.7,61.3,39,6.38,54.51,29.12,4,2,2
